Sorry state: Kashmir on lockdown,"Two months after India’s Hindu-nationalist government stripped the state of Jammu and Kashmir of its autonomy, 7m people are still in limbo. How will it end? Could America’s angrily partisan politics be explained by a rise in loneliness? We visit the Midwest to find out. And, companies are going big on “financial wellness” initiatives for their employees.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 09 Oct 2019 09:55:01 GMT","['https://play.acast.com/s/theintelligencepodcast/sorrystate-kashmironlockdown', 'https://media.acast.com/theintelligencepodcast/sorrystate-kashmironlockdown/media.mp3']"
Just a Kurd to him: Trump’s Syria withdrawal,"The president’s sudden talk of departure from a contested strip of the Turkey-Syria border betrays the Kurds who helped beat back Islamic State—and risks throwing the region into chaos. A look at the cashew industry in Mozambique reveals the tricky trade-offs between agriculture and development. And, an unusual opera outlining the life and letters of birth-control pioneer Marie Stopes.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 08 Oct 2019 09:59:48 GMT","['https://play.acast.com/s/theintelligencepodcast/justakurdtohim-trump-ssyriawithdrawal', 'https://media.acast.com/theintelligencepodcast/justakurdtohim-trump-ssyriawithdrawal/media.mp3']"
Trade disunion: America’s tariff wars,"Chinese and American trade negotiators will again be trying to avoid more eye-watering tariffs this week; meanwhile a years-long dispute with the European Union has sparked yet more levies. Where does it all end? We describe the recent “quantum supremacy” result, and what it realistically means for computing’s future. And, the coming submersion of 12,000 years of human history in Turkey.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 07 Oct 2019 09:51:36 GMT","['https://play.acast.com/s/theintelligencepodcast/tradedisunion-america-stariffwars', 'https://media.acast.com/theintelligencepodcast/tradedisunion-america-stariffwars/media.mp3']"
Duty call: how Ukraine sees the Trump scandal,"A phone call between the presidents has sparked an impeachment inquiry in America. But how do the people of Ukraine view the kerfuffle? Massive student protests put Indonesia’s president in a bind, balancing his programme of reforms and growth against uncomfortable social pressures. And, a revealing read through the Democratic presidential contenders’ autobiographies.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 04 Oct 2019 09:59:02 GMT","['https://play.acast.com/s/theintelligencepodcast/dutycall-howukraineseesthetrumpscandal', 'https://media.acast.com/theintelligencepodcast/dutycall-howukraineseesthetrumpscandal/media.mp3']"
Immunisation shot? The case against Binyamin Netanyahu,"Political deadlock in Israel is now inextricably intertwined with a case against the prime minister. An eventual coalition could provide him with immunity, or could seal his political fate. The signature social reform of Emmanuel Macron, France’s president, faces furious opposition—but it might be even more risky for him not to pursue it. And, South Korea’s beauty industry has gone global, even as its biggest cosmetics retailer struggles.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 03 Oct 2019 10:00:31 GMT","['https://play.acast.com/s/theintelligencepodcast/immunisationshot-thecaseagainstbinyaminnetanyahu', 'https://media.acast.com/theintelligencepodcast/immunisationshot-thecaseagainstbinyaminnetanyahu/media.mp3']"
Reform over function: Peru’s political crisis,"A long-running dispute between the president and the opposition-controlled Congress has spun out of control—and it’s not clear who will end up leading the country. A visit to a protest camp in coal-country Kentucky is a revealing look into several of America’s divides. And, why India has ended up with a 7m-tonne pile of sugar.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 02 Oct 2019 10:00:23 GMT","['https://play.acast.com/s/theintelligencepodcast/reformoverfunction-peru-spoliticalcrisis', 'https://media.acast.com/theintelligencepodcast/reformoverfunction-peru-spoliticalcrisis/media.mp3']"
Party like it’s 1949: China’s National Day,"As at the founding of the People’s Republic, the 70th anniversary featured a tightly controlled parade bristling with the country’s latest military kit. That marks a sharp contrast to the growing chaos in Hong Kong, where a protest spirit has sparked new art, and an impromptu anthem. And, we ask if hot-desking costs employees more than companies are saving.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Tue, 01 Oct 2019 10:00:32 GMT","['https://play.acast.com/s/theintelligencepodcast/partylikeit-s1949-china-snationalday', 'https://media.acast.com/theintelligencepodcast/partylikeit-s1949-china-snationalday/media.mp3']"
Out-of-office messaging: Britain’s Tory conference,"Lawmakers are back in Parliament while the ruling party is elsewhere, laying out its legislative mission. The Tories are divided, more scandals are arising and the only consistent message is “Get Brexit done”. We meet a Georgian film-maker whose love story challenges the country’s socially conservative mores. And, how young people’s blood may hold secrets that can halt ageing.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Mon, 30 Sep 2019 09:56:04 GMT","['https://play.acast.com/s/theintelligencepodcast/out-of-office-messaging-britain-storyconference', 'https://media.acast.com/theintelligencepodcast/out-of-office-messaging-britain-storyconference/media.mp3']"
Spoiled ballot: Afghanistan’s election,"The country is set for another violent and disputed election. But the fact that Afghans will head to the polls anyway is an encouraging story. Insurance could mitigate the risks that climate change presents to lives and livelihoods—if it weren’t threatening the insurance industry, too. And, a look back at the life of Jan Ruff O’Herne, a courageous war-rape survivor.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Fri, 27 Sep 2019 09:58:20 GMT","['https://play.acast.com/s/theintelligencepodcast/spoiledballot-afghanistan-selection', 'https://media.acast.com/theintelligencepodcast/spoiledballot-afghanistan-selection/media.mp3']"
Call to account: Trump-Ukraine intrigues,"President Donald Trump’s call to his Ukrainian counterpart is under ever-greater scrutiny. An unexpected impeachment inquiry has started; how will it end? For the world’s small-island states, climate change is literally an existential concern. So they’ve banded together to become a potent negotiating force. And, why India’s science funding features so much mysticism and cow dung.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Thu, 26 Sep 2019 09:59:35 GMT","['https://play.acast.com/s/theintelligencepodcast/calltoaccount-trump-ukraineintrigues', 'https://media.acast.com/theintelligencepodcast/calltoaccount-trump-ukraineintrigues/media.mp3']"
And the law won: Boris Johnson’s latest defeat,"Once again, Britain’s prime minister has been thwarted, this time for trying to stymie Parliament as the European departure looms. How will Boris proceed, and how will Brexit progress? We take a look at economists’ rise to policy prominence, and what they did wrong when they got there. And, a surprisingly cheery Congolese doomsday sect.  For information regarding your data privacy, visit <a href=""https://www.acast.com/privacy"">acast.com/privacy</a>","Wed, 25 Sep 2019 09:59:02 GMT","['https://play.acast.com/s/theintelligencepodcast/andthelawwon-borisjohnson-slatestdefeat', 'https://media.acast.com/theintelligencepodcast/andthelawwon-borisjohnson-slatestdefeat/media.mp3']"
